query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
757.6904236,HMDB0103515,TG(i-16:0/8:0/20:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103517,TG(16:0/8:0/i-20:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102874,TG(i-15:0/21:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103642,TG(16:0/i-12:0/i-16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103644,TG(i-16:0/i-16:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103645,TG(i-16:0/12:0/16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103777,TG(i-16:0/i-13:0/15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103772,TG(16:0/i-13:0/15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103774,TG(i-16:0/i-13:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103773,TG(i-16:0/13:0/i-15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103775,TG(16:0/i-13:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103770,TG(i-16:0/a-13:0/15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103768,TG(i-16:0/a-13:0/i-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103771,TG(16:0/a-13:0/i-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103769,TG(16:0/a-13:0/15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103767,TG(i-16:0/a-13:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103766,TG(16:0/a-13:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103647,TG(16:0/12:0/i-16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102875,TG(15:0/21:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102871,TG(a-15:0/21:0/8:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102873,TG(i-15:0/i-21:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102124,TG(i-15:0/i-17:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102122,TG(15:0/i-17:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102119,TG(a-15:0/i-17:0/i-12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102118,TG(a-15:0/17:0/i-12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102120,TG(a-15:0/i-17:0/12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102121,TG(i-15:0/17:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102116,TG(15:0/i-17:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102117,TG(a-15:0/17:0/12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102115,TG(a-15:0/a-17:0/i-12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102111,TG(15:0/a-17:0/12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102113,TG(a-15:0/a-17:0/12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102114,TG(15:0/a-17:0/i-12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102123,TG(i-15:0/i-17:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102126,TG(15:0/17:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102125,TG(i-15:0/17:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102872,TG(a-15:0/i-21:0/8:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102870,TG(15:0/i-21:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102868,TG(i-15:0/a-21:0/8:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102869,TG(a-15:0/a-21:0/8:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102867,TG(15:0/a-21:0/8:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102533,TG(i-15:0/19:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102532,TG(i-15:0/i-19:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102534,TG(15:0/19:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102531,TG(a-15:0/i-19:0/10:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102530,TG(a-15:0/19:0/10:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102529,TG(15:0/i-19:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102127,TG(15:0/17:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0102112,TG(i-15:0/a-17:0/12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100007,TG(i-14:0/17:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099886,TG(14:0/i-16:0/i-14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099887,TG(i-14:0/i-16:0/14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099752,TG(14:0/15:0/i-15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099753,TG(14:0/15:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099749,TG(i-14:0/15:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099750,TG(i-14:0/i-15:0/i-15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099751,TG(i-14:0/15:0/15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099748,TG(i-14:0/i-15:0/15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099746,TG(14:0/i-15:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099744,TG(i-14:0/15:0/i-15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099745,TG(i-14:0/i-15:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099747,TG(14:0/i-15:0/i-15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099888,TG(i-14:0/16:0/14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099889,TG(14:0/16:0/i-14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099994,TG(i-14:0/a-17:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100009,TG(i-14:0/17:0/13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100005,TG(14:0/i-17:0/i-13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100006,TG(i-14:0/i-17:0/13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100004,TG(14:0/i-17:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100003,TG(i-14:0/i-17:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100002,TG(i-14:0/17:0/i-13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099996,TG(14:0/a-17:0/13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099997,TG(i-14:0/a-17:0/13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099999,TG(14:0/i-17:0/13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099998,TG(14:0/a-17:0/i-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099993,TG(14:0/a-17:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099995,TG(i-14:0/a-17:0/i-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099741,TG(i-14:0/a-15:0/15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099742,TG(14:0/a-15:0/i-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099743,TG(14:0/i-15:0/15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099508,TG(i-14:0/i-13:0/i-17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099506,TG(i-14:0/i-13:0/17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099505,TG(14:0/i-13:0/i-17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099507,TG(i-14:0/13:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099504,TG(14:0/i-13:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099503,TG(i-14:0/i-13:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099502,TG(i-14:0/13:0/i-17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099501,TG(14:0/i-13:0/17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099500,TG(14:0/a-13:0/i-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099499,TG(i-14:0/a-13:0/17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099496,TG(i-14:0/a-13:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099497,TG(i-14:0/a-13:0/i-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099509,TG(i-14:0/13:0/17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099511,TG(14:0/13:0/i-17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099510,TG(14:0/13:0/17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099740,TG(14:0/a-15:0/15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099737,TG(14:0/a-15:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099739,TG(i-14:0/a-15:0/i-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099738,TG(i-14:0/a-15:0/a-15:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099626,TG(i-14:0/14:0/16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099627,TG(14:0/14:0/i-16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099625,TG(i-14:0/i-14:0/i-16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099624,TG(i-14:0/i-14:0/16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099622,TG(i-14:0/14:0/i-16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099623,TG(14:0/i-14:0/i-16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099621,TG(14:0/i-14:0/16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099512,TG(14:0/13:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0099498,TG(14:0/a-13:0/17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100010,TG(14:0/17:0/13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101355,TG(a-15:0/a-13:0/16:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101156,TG(15:0/i-12:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101154,TG(i-15:0/12:0/i-17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101153,TG(a-15:0/i-12:0/17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101155,TG(i-15:0/i-12:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101152,TG(a-15:0/i-12:0/i-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101150,TG(a-15:0/12:0/17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101151,TG(a-15:0/12:0/i-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101148,TG(a-15:0/12:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101149,TG(15:0/i-12:0/17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101034,TG(i-15:0/10:0/19:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101035,TG(15:0/10:0/19:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101033,TG(i-15:0/10:0/i-19:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101157,TG(a-15:0/i-12:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101160,TG(i-15:0/12:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101158,TG(15:0/i-12:0/i-17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101358,TG(15:0/i-13:0/16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101356,TG(15:0/a-13:0/i-16:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101357,TG(a-15:0/a-13:0/i-16:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101353,TG(15:0/a-13:0/16:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101354,TG(i-15:0/a-13:0/16:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101352,TG(i-15:0/a-13:0/i-16:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101163,TG(15:0/12:0/17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101162,TG(i-15:0/12:0/17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101164,TG(15:0/12:0/i-17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101165,TG(15:0/12:0/a-17:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101159,TG(i-15:0/i-12:0/17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101161,TG(i-15:0/i-12:0/i-17:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101036,TG(15:0/10:0/i-19:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101031,TG(a-15:0/10:0/19:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0101032,TG(a-15:0/10:0/i-19:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100376,TG(14:0/i-20:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100377,TG(i-14:0/i-20:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100160,TG(14:0/18:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100159,TG(14:0/18:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100158,TG(i-14:0/18:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100156,TG(i-14:0/i-18:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100157,TG(i-14:0/i-18:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100155,TG(14:0/i-18:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100154,TG(i-14:0/18:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100153,TG(14:0/i-18:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100012,TG(14:0/17:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100011,TG(14:0/17:0/i-13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100378,TG(i-14:0/20:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100379,TG(14:0/20:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100660,TG(14:0/22:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100961,TG(15:0/8:0/a-21:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100960,TG(15:0/8:0/i-21:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100957,TG(i-15:0/8:0/a-21:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100958,TG(i-15:0/8:0/21:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100956,TG(i-15:0/8:0/i-21:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100959,TG(15:0/8:0/21:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100953,TG(a-15:0/8:0/a-21:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100954,TG(a-15:0/8:0/21:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100955,TG(a-15:0/8:0/i-21:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100659,TG(i-14:0/22:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100658,TG(i-14:0/i-22:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100657,TG(14:0/i-22:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0100008,TG(i-14:0/i-17:0/i-13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0103779,TG(i-16:0/i-13:0/i-15:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108237,TG(i-18:0/i-14:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108073,TG(18:0/a-13:0/13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108071,TG(i-18:0/a-13:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108072,TG(i-18:0/a-13:0/i-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108070,TG(18:0/a-13:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107961,TG(18:0/12:0/i-14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107960,TG(18:0/12:0/14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107959,TG(i-18:0/12:0/14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107956,TG(18:0/i-12:0/i-14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107957,TG(i-18:0/i-12:0/14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107955,TG(i-18:0/12:0/i-14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107958,TG(i-18:0/i-12:0/i-14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107954,TG(18:0/i-12:0/14:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108074,TG(i-18:0/a-13:0/13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108076,TG(18:0/i-13:0/13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108078,TG(i-18:0/i-13:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108234,TG(18:0/i-14:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108087,TG(18:0/13:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108084,TG(i-18:0/13:0/13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108086,TG(18:0/13:0/i-13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108083,TG(i-18:0/i-13:0/i-13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108085,TG(18:0/13:0/13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108079,TG(18:0/i-13:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108081,TG(i-18:0/i-13:0/13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108080,TG(18:0/i-13:0/i-13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108082,TG(i-18:0/13:0/a-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108077,TG(i-18:0/13:0/i-13:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0108075,TG(18:0/a-13:0/i-13:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107893,TG(18:0/10:0/i-16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107892,TG(18:0/10:0/16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107891,TG(i-18:0/10:0/16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106462,TG(17:0/i-17:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106461,TG(i-17:0/a-17:0/10:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106039,TG(17:0/15:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106036,TG(i-17:0/i-15:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106038,TG(17:0/15:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106035,TG(i-17:0/i-15:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106037,TG(i-17:0/15:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106033,TG(i-17:0/15:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106032,TG(a-17:0/i-15:0/12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106031,TG(a-17:0/i-15:0/i-12:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106034,TG(17:0/i-15:0/i-12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106028,TG(17:0/i-15:0/12:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106460,TG(17:0/a-17:0/10:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106465,TG(i-17:0/17:0/10:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106463,TG(a-17:0/17:0/10:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107890,TG(i-18:0/10:0/i-16:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107843,TG(18:0/8:0/i-18:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107840,TG(i-18:0/i-18:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107841,TG(i-18:0/8:0/18:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0107842,TG(18:0/18:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106854,TG(17:0/19:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106853,TG(i-17:0/19:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106852,TG(i-17:0/i-19:0/8:0),,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106851,TG(a-17:0/i-19:0/8:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
757.6904236,HMDB0106850,TG(a-17:0/19:0/8:0)[rac],,C47H90O6,750.673740618,M+Li,+,757.689741,1
