query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
318.13062389999993,HMDB0153676,"5-methoxy-2-methyl-4-(3-phenyloxirane-2-carbonyl)benzene-1,3-diol",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0153672,"(2E)-3-phenyl-1-(2,4,5-trihydroxy-6-methoxy-3-methylphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0153675,"1-(2,4-dihydroxy-6-methoxy-3-methylphenyl)-3-(3-hydroxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0153674,"1-(2,4-dihydroxy-6-methoxy-3-methylphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0153671,"1-[2,4-dihydroxy-3-(hydroxymethyl)-6-methoxyphenyl]-3-phenylprop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0146372,"5,14-dimethoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-2,4,6,11(16),12,14-hexaen-4-ol",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0140839,"3,5-dimethoxy-2-(3-phenyloxirane-2-carbonyl)phenol",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0140838,"(2E)-1-(2-hydroxy-4,6-dimethoxyphenyl)-3-(2-hydroxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0126073,"3-(4-hydroxy-2,3-dimethoxyphenyl)-1-(3-hydroxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0128539,"5,6-dimethoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-2(7),3,5,11(16),12,14-hexaen-14-ol",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130369,"6-hydroxy-7-methoxy-3-(3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130370,"3-(4-hydroxy-3-methoxyphenyl)-7-methoxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130373,"3-(3-hydroxy-4-methoxyphenyl)-7-methoxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130393,"8-hydroxy-7-methoxy-3-(3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130397,"5-hydroxy-7-methoxy-3-(3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130768,"3-(2-hydroxyphenyl)-5,7-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130569,"5,7-dihydroxy-8-(hydroxymethyl)-6-methyl-2-phenyl-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130576,"3-phenyl-1-[2,4,6-trihydroxy-3-(hydroxymethyl)-5-methylphenyl]prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130573,"5,7-dihydroxy-2-(3-hydroxyphenyl)-6,8-dimethyl-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130574,"3-(2-hydroxyphenyl)-1-(2,4,6-trihydroxy-3,5-dimethylphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130578,"3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxy-3,5-dimethylphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130769,"6-hydroxy-5,7-dimethoxy-3-phenyl-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130772,"3-(3-hydroxyphenyl)-5,7-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0138454,"7-hydroxy-3-[(3-hydroxyphenyl)methyl]-5-methoxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0136509,"2-(4-hydroxyphenyl)ethyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0134815,"2-hydroxy-3,4-diphenylpentanedioic acid",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0133983,"(2E)-1-(2,6-dihydroxy-3,4-dimethoxyphenyl)-3-phenylprop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0133985,"(2E)-1-(2,5-dihydroxy-3,4-dimethoxyphenyl)-3-phenylprop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0133980,"(2E)-1-(2-hydroxy-3,4-dimethoxyphenyl)-3-(3-hydroxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0133300,"2-(3-hydroxyphenyl)-7,8-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0133299,"6-hydroxy-7,8-dimethoxy-2-phenyl-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0132911,"(2E)-1-(2,3-dihydroxy-4,6-dimethoxyphenyl)-3-phenylprop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0132909,"(2E)-1-(2-hydroxy-4,6-dimethoxyphenyl)-3-(3-hydroxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0132853,"7-hydroxy-6-methoxy-3-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0132915,"(2E)-1-(3,6-dihydroxy-2,4-dimethoxyphenyl)-3-phenylprop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130899,"3-(3-hydroxy-5-methoxyphenyl)-7-methoxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130773,"3-(4-hydroxyphenyl)-5,7-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130580,"3-(3-hydroxyphenyl)-1-(2,4,6-trihydroxy-3,5-dimethylphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130571,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-dimethyl-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0033861,"3-Hydroxy-2,9-dimethoxypterocarpan",,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0034116,Homopisatin,,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0033142,L-Cystathionine,C00542,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0041321,"5,7-Dihydroxy-4'-methoxy-8-methylflavanone",,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0038812,"4,4'-Dihydroxy-2',6'-dimethoxychalcone",,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0033292,"8-Hydroxy-3,9-dimethoxypterocarpan",,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0031421,Heliannone B,,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0038110,Sativanone,,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0034008,Methylnissolin,,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0031705,Heliannone A,,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0041322,"5,7-Dihydroxy-4'-methoxy-8-methylisoflavanone",,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0034001,Panaxydol,,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0030875,"2',4-Dihydroxy-4',6'-dimethoxychalcone",,C17H16O5,300.099773622,M+NH4,+,318.133597,9
318.13062389999993,HMDB0146373,AC1NAZKE,,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0140278,"1-(2,6-dihydroxy-4-methoxyphenyl)-3-(4-methoxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0140280,"1-(2-hydroxy-4,6-dimethoxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0140279,"1-(2,4-dihydroxy-6-methoxyphenyl)-3-(4-methoxyphenyl)prop-2-en-1-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130568,"5,7-dihydroxy-2-(2-hydroxyphenyl)-6,8-dimethyl-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
318.13062389999993,HMDB0130378,"3-(3,4-dimethoxyphenyl)-7-hydroxy-3,4-dihydro-2H-1-benzopyran-4-one",,C17H16O5,300.099773615,M+NH4,+,318.133597,9
262.1381339,HMDB0029016,Prolyl-Glutamate,,C10H16N2O5,244.105921623,M+NH4,+,262.139745,6
262.1381339,HMDB0028827,Glutamylproline,,C10H16N2O5,244.105921623,M+NH4,+,262.139745,6
262.1381339,HMDB0029157,gamma-Glutamylproline,,C10H16N2O5,244.105921623,M+NH4,+,262.139745,6
262.1381339,HMDB0029439,"(2S,4S)-Pinnatanine",,C10H16N2O5,244.10592163200002,M+NH4,+,262.139745,6
262.1381339,HMDB0028864,Hydroxyprolylhydroxyproline,,C10H16N2O5,244.105921623,M+NH4,+,262.139745,6
245.0666622,HMDB0061731,Uranium,,U,238.050782583,M+Li,+,245.06678300000002,0
245.0666622,HMDB0030400,L-4-Chlorotryptophan,,C11H11ClN2O2,238.050905313,M+Li,+,245.066905,1
245.0666622,HMDB0033557,(±)-6-Chlorotryptophan,,C11H11ClN2O2,238.050905313,M+Li,+,245.066905,1
245.0666622,HMDB0158413,(2Z)-4-(sulfooxy)oct-2-enoic acid,,C8H14O6S,238.051109345,M+Li,+,245.067109,2
245.0666622,HMDB0158416,(2Z)-7-(sulfooxy)oct-2-enoic acid,,C8H14O6S,238.051109345,M+Li,+,245.067109,2
245.0666622,HMDB0158422,(2Z)-8-(sulfooxy)oct-2-enoic acid,,C8H14O6S,238.051109345,M+Li,+,245.067109,2
245.0666622,HMDB0159138,2-[4-(sulfooxy)cyclohexyl]acetic acid,,C8H14O6S,238.051109345,M+Li,+,245.067109,2
245.0666622,HMDB0036375,2-Propenyl 1-(propylsulfinyl)propyl disulfide,,C9H18OS3,238.051977268,M+Li,+,245.067977,5
245.0666622,HMDB0036370,1-(2-Propenylsulfinyl)propyl propyl disulfide,,C9H18OS3,238.051977268,M+Li,+,245.067977,5
245.0666622,HMDB0033073,1-Propenyl 1-(propylsulfinyl)propyl disulfide,,C9H18OS3,238.051977268,M+Li,+,245.067977,5
245.0666622,HMDB0033074,1-(1-Propenylsulfinyl)propyl propyl disulfide,,C9H18OS3,238.051977268,M+Li,+,245.067977,5
245.0666622,HMDB0174731,[(1E)-3-[(1-hydroxybutan-2-yl)disulfanyl]prop-1-en-1-yl]dimethylsulfanium,,C9H19OS3,239.05925517400001,M+Li,+,245.067979,5
245.0666622,HMDB0174734,[(1E)-3-[(4-hydroxybutan-2-yl)disulfanyl]prop-1-en-1-yl]dimethylsulfanium,,C9H19OS3,239.05925517400001,M+Li,+,245.067979,5
245.0666622,HMDB0174728,[(1E)-3-[(3-hydroxybutan-2-yl)disulfanyl]prop-1-en-1-yl]dimethylsulfanium,,C9H19OS3,239.05925517400001,M+Li,+,245.067979,5
502.0795699,HMDB0181297,"3,4,5-trihydroxy-6-({1-isothiocyanato-4-[(4-isothiocyanatobutyl)disulfanyl]butan-2-yl}oxy)oxane-2-carboxylic acid",,C16H24N2O7S4,484.046635817,M+NH4,+,502.08045899999996,2
502.0795699,HMDB0181301,"3,4,5-trihydroxy-6-({4-isothiocyanato-1-[(4-isothiocyanatobutyl)disulfanyl]butan-2-yl}oxy)oxane-2-carboxylic acid",,C16H24N2O7S4,484.046635817,M+NH4,+,502.08045899999996,2
618.0683449,HMDB0169070,"3,4,5-trihydroxy-6-({6-hydroxy-2-sulfo-5-[(E)-2-(4-sulfophenyl)diazen-1-yl]naphthalen-1-yl}oxy)oxane-2-carboxylic acid",,C22H20N2O14S2,600.03559568,M+NH4,+,618.069419,2
618.0683449,HMDB0169072,"3,4,5-trihydroxy-6-({7-sulfo-2-[(E)-2-(4-sulfophenyl)diazen-1-yl]-1aH,7aH-naphtho[1,2-b]oxiren-3-yl}oxy)oxane-2-carboxylic acid",,C22H20N2O14S2,600.03559568,M+NH4,+,618.069419,2
618.0683449,HMDB0169066,"3,4,5-trihydroxy-6-({7-hydroxy-3-sulfo-8-[(E)-2-(4-sulfophenyl)diazen-1-yl]naphthalen-2-yl}oxy)oxane-2-carboxylic acid",,C22H20N2O14S2,600.03559568,M+NH4,+,618.069419,2
618.0683449,HMDB0169067,"3,4,5-trihydroxy-6-({7-hydroxy-6-sulfo-1-[(E)-2-(4-sulfophenyl)diazen-1-yl]naphthalen-2-yl}oxy)oxane-2-carboxylic acid",,C22H20N2O14S2,600.03559568,M+NH4,+,618.069419,2
618.0683449,HMDB0169068,"3,4,5-trihydroxy-6-({3-hydroxy-7-sulfo-4-[(E)-2-(4-sulfophenyl)diazen-1-yl]naphthalen-2-yl}oxy)oxane-2-carboxylic acid",,C22H20N2O14S2,600.03559568,M+NH4,+,618.069419,2
618.0683449,HMDB0169071,"3,4,5-trihydroxy-6-({5-hydroxy-6-sulfo-1-[(E)-2-(4-sulfophenyl)diazen-1-yl]naphthalen-2-yl}oxy)oxane-2-carboxylic acid",,C22H20N2O14S2,600.03559568,M+NH4,+,618.069419,2
618.0683449,HMDB0169069,"3,4,5-trihydroxy-6-({3-hydroxy-6-sulfo-1-[(E)-2-(4-sulfophenyl)diazen-1-yl]naphthalen-2-yl}oxy)oxane-2-carboxylic acid",,C22H20N2O14S2,600.03559568,M+NH4,+,618.069419,2
618.0683449,HMDB0172356,"({7,11,13,16,18,22-hexahydroxy-24-methyl-9,20-dioxooctacyclo[13.11.1.1²,¹⁰.0³,⁸.0⁴,²⁵.0¹⁹,²⁷.0²¹,²⁶.0¹⁴,²⁸]octacosa-1(26),2,4(25),5,7,10,12,14(28),15(27),16,18,21,23-tridecaen-5-yl}methoxy)sulfonic acid",,C30H16O12S,600.036247129,M+NH4,+,618.07007,3
301.19576789999996,HMDB0015415,Oxtriphylline,,C12H21N5O3,283.164439563,M+NH4,+,301.198263,8
301.19576789999996,HMDB0041845,Cadralazine,,C12H21N5O3,283.164439563,M+NH4,+,301.198263,8
301.19576789999996,HMDB0028890,His-Lys,,C12H21N5O3,283.164439556,M+NH4,+,301.198263,8
301.19576789999996,HMDB0028953,"L-Histidine,L-lysyl-",,C12H21N5O3,283.164439556,M+NH4,+,301.198263,8
330.1398787,HMDB0171708,"6-({[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}methyl)oxane-2,3,4,5-tetrol",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,1
330.1398787,HMDB0178259,"4-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-6-(hydroxymethyl)oxane-2,3,5-triol",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,1
330.1398787,HMDB0140855,"6-({[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}methyl)oxane-2,3,4,5-tetrol",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,1
330.1398787,HMDB0167974,"3,4,5-trihydroxy-6-[(2,3,5-trihydroxypentyl)oxy]oxane-2-carboxylic acid",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,1
330.1398787,HMDB0167975,"3,4,5-trihydroxy-6-[(1,3,5-trihydroxypentan-2-yl)oxy]oxane-2-carboxylic acid",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,1
330.1398787,HMDB0167977,"3,4,5-trihydroxy-6-[(3,4,5-trihydroxypentyl)oxy]oxane-2-carboxylic acid",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,1
330.1398787,HMDB0167976,"3,4,5-trihydroxy-6-[(1,2,5-trihydroxypentan-3-yl)oxy]oxane-2-carboxylic acid",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,1
330.1398787,HMDB0038864,4-O-beta-D-Galactopyranosyl-D-xylose,,C11H20O10,312.10564686,M+NH4,+,330.13947,1
330.1398787,HMDB0038854,3-O-beta-D-Galactopyranosyl-L-arabinose,C07560,C11H20O10,312.10564686,M+NH4,+,330.13947,1
330.1398787,HMDB0029883,Sambubiose,,C11H20O10,312.10564686,M+NH4,+,330.13947,1
330.1398787,HMDB0038863,2-O-b-D-Galactopyranosyl-D-xylose,,C11H20O10,312.10564686,M+NH4,+,330.13947,1
330.1398787,HMDB0029897,Serotinose,,C11H20O10,312.10564686,M+NH4,+,330.13947,1
330.1398787,HMDB0011677,"Galactose-beta-1,4-xylose",,C11H20O10,312.10564686,M+NH4,+,330.13947,1
330.1398787,HMDB0161831,"6-[(3,4-dihydroxypiperidin-2-yl)methoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,7
330.1398787,HMDB0161830,"3,4,5-trihydroxy-6-{[3-hydroxy-2-(hydroxymethyl)piperidin-4-yl]oxy}oxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,7
330.1398787,HMDB0168737,"6-{[2-(diethylamino)-2-hydroxyacetyl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,7
330.1398787,HMDB0168738,"6-({2-[ethyl(1-hydroxyethyl)amino]acetyl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,7
330.1398787,HMDB0161829,"3,4,5-trihydroxy-6-{[4-hydroxy-2-(hydroxymethyl)piperidin-3-yl]oxy}oxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,7
330.1398787,HMDB0176385,"{[(6E)-15-oxopentadec-6-en-1,3-diyn-5-yl]oxy}sulfonic acid",,C15H20O5S,312.103144918,M+NH4,+,330.136968,9
330.13863760000004,HMDB0167977,"3,4,5-trihydroxy-6-[(3,4,5-trihydroxypentyl)oxy]oxane-2-carboxylic acid",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,3
330.13863760000004,HMDB0178259,"4-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-6-(hydroxymethyl)oxane-2,3,5-triol",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,3
330.13863760000004,HMDB0171708,"6-({[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}methyl)oxane-2,3,4,5-tetrol",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,3
330.13863760000004,HMDB0167976,"3,4,5-trihydroxy-6-[(1,2,5-trihydroxypentan-3-yl)oxy]oxane-2-carboxylic acid",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,3
330.13863760000004,HMDB0140855,"6-({[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}methyl)oxane-2,3,4,5-tetrol",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,3
330.13863760000004,HMDB0167974,"3,4,5-trihydroxy-6-[(2,3,5-trihydroxypentyl)oxy]oxane-2-carboxylic acid",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,3
330.13863760000004,HMDB0167975,"3,4,5-trihydroxy-6-[(1,3,5-trihydroxypentan-2-yl)oxy]oxane-2-carboxylic acid",,C11H20O10,312.10564684400003,M+NH4,+,330.13947,3
330.13863760000004,HMDB0011677,"Galactose-beta-1,4-xylose",,C11H20O10,312.10564686,M+NH4,+,330.13947,3
330.13863760000004,HMDB0038854,3-O-beta-D-Galactopyranosyl-L-arabinose,C07560,C11H20O10,312.10564686,M+NH4,+,330.13947,3
330.13863760000004,HMDB0038864,4-O-beta-D-Galactopyranosyl-D-xylose,,C11H20O10,312.10564686,M+NH4,+,330.13947,3
330.13863760000004,HMDB0029883,Sambubiose,,C11H20O10,312.10564686,M+NH4,+,330.13947,3
330.13863760000004,HMDB0038863,2-O-b-D-Galactopyranosyl-D-xylose,,C11H20O10,312.10564686,M+NH4,+,330.13947,3
330.13863760000004,HMDB0029897,Serotinose,,C11H20O10,312.10564686,M+NH4,+,330.13947,3
330.13863760000004,HMDB0168737,"6-{[2-(diethylamino)-2-hydroxyacetyl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,3
330.13863760000004,HMDB0168738,"6-({2-[ethyl(1-hydroxyethyl)amino]acetyl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,3
330.13863760000004,HMDB0161831,"6-[(3,4-dihydroxypiperidin-2-yl)methoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,3
330.13863760000004,HMDB0161830,"3,4,5-trihydroxy-6-{[3-hydroxy-2-(hydroxymethyl)piperidin-4-yl]oxy}oxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,3
330.13863760000004,HMDB0161829,"3,4,5-trihydroxy-6-{[4-hydroxy-2-(hydroxymethyl)piperidin-3-yl]oxy}oxane-2-carboxylic acid",,C12H21NO9,323.12163126,M+Li,+,330.137631,3
330.13863760000004,HMDB0176385,"{[(6E)-15-oxopentadec-6-en-1,3-diyn-5-yl]oxy}sulfonic acid",,C15H20O5S,312.103144918,M+NH4,+,330.136968,5
401.11493160000003,HMDB0181569,"6-[(2-{[cyano(phenyl)methyl]-C-hydroxycarbonimidoyl}acetyl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",,C17H18N2O9,394.10123016800003,M+Li,+,401.11723,6
401.11493160000003,HMDB0181570,"6-[carboxy({[cyano(phenyl)methyl]-C-hydroxycarbonimidoyl})methyl]-3,4,5-trihydroxyoxane-2-carboxylic acid",,C17H18N2O9,394.10123016800003,M+Li,+,401.11723,6
262.0938414,HMDB0039177,1-O-Galloylglycerol,,C10H12O7,244.05830273799998,M+NH4,+,262.09212599999995,7
519.1982536,HMDB0165832,"6-({2-[3,4-dimethoxy-10-(methylamino)phenanthren-1-yl]acetyl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C25H27NO10,501.16349607300003,M+NH4,+,519.197319,2
457.19710319999996,HMDB0035062,Arnamiol,,C24H31ClO6,450.18091643099996,M+Li,+,457.196916,0
457.19710319999996,HMDB0168625,"{1-[(9E)-10-(2H-1,3-benzodioxol-5-yl)dec-9-enoyl]pyrrolidin-3-yl}oxidanesulfonic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0168622,"{[(9E)-10-(2H-1,3-benzodioxol-5-yl)-1-oxo-1-(pyrrolidin-1-yl)dec-9-en-3-yl]oxy}sulfonic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0168618,"{[(9E)-10-(2H-1,3-benzodioxol-5-yl)-1-oxo-1-(pyrrolidin-1-yl)dec-9-en-5-yl]oxy}sulfonic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0168620,"{[(9E)-10-(2H-1,3-benzodioxol-5-yl)-1-oxo-1-(pyrrolidin-1-yl)dec-9-en-4-yl]oxy}sulfonic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0168616,"{[(1E)-1-(2H-1,3-benzodioxol-5-yl)-10-oxo-10-(pyrrolidin-1-yl)dec-1-en-5-yl]oxy}sulfonic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0168614,"{[(1E)-1-(2H-1,3-benzodioxol-5-yl)-10-oxo-10-(pyrrolidin-1-yl)dec-1-en-4-yl]oxy}sulfonic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0168612,"{[(1E)-1-(2H-1,3-benzodioxol-5-yl)-10-oxo-10-(pyrrolidin-1-yl)dec-1-en-3-yl]oxy}sulfonic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0161744,"(4E,9E)-10-(2H-1,3-benzodioxol-5-yl)-N-(2-methylpropyl)-2-(sulfooxy)deca-4,9-dienimidic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0161738,"(4E,9E)-10-(2H-1,3-benzodioxol-5-yl)-N-[2-methyl-3-(sulfooxy)propyl]deca-4,9-dienimidic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0161731,"(4E,9E)-10-(2H-1,3-benzodioxol-5-yl)-N-(2-methylpropyl)-3-(sulfooxy)deca-4,9-dienimidic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0161729,"(4E,9E)-10-(2H-1,3-benzodioxol-5-yl)-N-(2-methylpropyl)-6-(sulfooxy)deca-4,9-dienimidic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0161727,"(4E,9E)-10-(2H-1,3-benzodioxol-5-yl)-N-(2-methylpropyl)-8-(sulfooxy)deca-4,9-dienimidic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
457.19710319999996,HMDB0168633,"{[(9E)-10-(2H-1,3-benzodioxol-5-yl)-1-oxo-1-(pyrrolidin-1-yl)dec-9-en-2-yl]oxy}sulfonic acid",,C21H29NO7S,439.166473452,M+NH4,+,457.200296,7
196.07880680000002,HMDB0001138,N-Acetyl-L-glutamic acid,C00624,C7H11NO5,189.06372246700002,M+Li,+,196.079722,5
196.07880680000002,HMDB0000590,Glutarylglycine,,C7H11NO5,189.06372246700002,M+Li,+,196.079722,5
