"m/z","C","C","C","C","C","AVG","DM1","DM1","DM1","DM1","DM1","AVG","DM1+I","DM1+I","DM1+I","DM1+I","DM1+I","AVG"
"1184.842777","12829.01174","18077.65506","10933.80794","11629.40706","12285.05048","13150.986455999999","12114.93151","13605.4001","13062.73768","8341.817572","5145.086887","10453.9947498","8802.14489","13468.21635","11025.16762","13867.98803","11651.11366","11762.92611"
"1588.621391","5647.282549","9462.922994","3468.867195","4322.175193","6028.273326","5785.9042514","4171.636612","6012.161304","5214.692429","2988.388887","2488.122615","4175.0003694","3978.381942","4264.091931","4525.056238","5989.162516","3710.413056","4493.4211366"
"605.4537405","6365.083626","16924.42155","3383.922192","6654.765458","4144.144809","7494.467526999999","12451.4342","17760.07938","13640.25433","9644.179974","7763.558825","12251.9013418","5485.320057","6166.623533","2571.441403","4267.353756","4350.767237","4568.3011972"
"597.4508968","5092.621596","6997.578031","5610.095855","4821.194184","4616.906452","5427.6792236","10768.49748","11677.94978","10422.03699","7586.814747","5302.472963","9151.554392000002","3214.154038","5140.339263","3280.79721","3955.853752","5011.681693","4120.5651912"
"1164.331388","1137.45682","2052.618191","1256.660755","1521.668647","1382.306988","1470.1422802000002","1466.593329","1669.597647","1736.478407","1527.648844","1052.907699","1490.6451852000002","1513.613772","2002.579174","1380.651483","1956.524885","1788.701682","1728.4141992"
"857.7568308","","","","","","1","590.2804719","2255.918898","3897.913669","3899.47644","1835.18288","2495.75447178","2302.827435","4543.482829","856.4483723","724.5431314","249.0966485","1735.2796832400004"
"593.4171027","849.9079215","996.9987564","932.8763644","810.5107887","811.8152355","880.4218133","1464.58032","1485.834968","1617.422003","1311.517855","730.7532011","1322.02166942","577.3659732","896.359369","587.0334543","622.5563488","867.874445","710.23791806"
"641.4740116","2517.294032","3078.885313","2056.495541","1825.387069","2117.474113","2319.1072136000003","4036.605439","3730.237344","3788.595381","3250.37831","1828.901273","3326.9435494","1244.176461","2407.440015","1277.938297","1718.27975","2184.933576","1766.5536197999998"
"229.2956736","4494.685934","16718.30969","2610.224925","4599.310893","4134.145574","6511.335403200001","2555.778162","2256.254662","2459.287027","2023.631113","481.0641553","1955.20302386","3599.576398","8434.760852","3773.331488","6938.205037","5060.629006","5561.3005562"
"252.9732895","1744.386763","5010.19382","1241.488272","1892.751938","1952.93174","2368.3505066000002","1277.112992","1265.280435","1141.03701","1096.281274","514.3084965","1058.8040415","1887.422171","3759.410657","2164.837369","3457.466968","2656.432399","2785.1139128"
"184.9857322","1832.918633","5428.36285","1307.498909","1931.222983","1968.392026","2493.6790802","1378.644522","1397.418098","1297.042286","1227.580241","641.0705415","1188.3511377","2007.614647","3488.440501","2086.737594","3332.092753","2616.505424","2706.2781838"
"111.522482","1245.566615","2498.491998","803.1717029","1199.464684","1251.085302","1399.55606038","966.8254258","933.0567251","892.036574","762.7310431","400.9597993","791.12191346","1186.408277","1836.744106","1239.153106","1778.228224","1342.528616","1476.6124658"
"835.2760428","","","","","","1","1728.411149","2386.480015","4886.423415","2266.634562","7988.459197","3851.2816676","","","","","","1"
"834.9696719","","","","","","1","898.6297796","1277.808227","2703.92266","1384.622147","4105.938039","2074.18417052","","","","","","1"
"834.8926499","267.445682","","6776.814624","255.3515178","127.4910521","1485.4205751799998","31774.99473","38563.8723","46239.27853","31006.62589","50054.26228","39527.806746","","","","","","1"
"1668.183493","17832.60213","7853.407468","42744.89488","17156.54211","16377.54049","20392.9974156","216292.5927","252506.5755","334705.2615","176090.0094","290757.9374","254070.4753","22006.69372","13532.93473","13003.173","7333.123964","24376.23777","16050.4326368"
"812.4072434","","","","","","1","","","","","","1","","","","","","1"
"796.5838971","537396.3063","552337.7655","596586.7297","477612.0073","579594.2806","548705.4178800001","394225.5469","496889.8854","402066.0668","452759.9534","513720.8485","451932.4602","577984.2904","299915.4452","510013.9108","432448.7407","351476.9106","434367.85954"
"1594.167058","135993.0549","19047.15619","176887.0074","162283.218","161837.1829","131209.523878","199264.8802","245317.7588","218142.1963","218177.4644","217236.0321","219627.66636","187251.5003","104078.7261","169575.5794","111596.2581","195566.7893","153613.77064"
"1568.155563","375690.2504","166135.9439","450309.8917","392987.9633","368227.9396","350670.39778","347694.2942","368597.9842","336254.2841","386720.7221","345520.1654","356957.49","379007.775","311410.745","363371.4695","301776.6128","400775.0339","351268.32724"
"383.3673368","1406.25637","630.0806204","1336.485486","1571.158252","1583.990608","1305.59426728","2949.895649","4414.690319","3709.434035","2474.369832","3137.710234","3337.2200138","1858.224744","1834.187156","1622.781737","1474.280845","2504.326611","1858.7602186"
"520.5089554","14297.13971","11208.11639","12943.30912","13307.21279","12918.53789","12934.863179999998","17067.23754","16098.21075","14719.13696","20040.4511","13828.99835","16350.80694","16497.28042","16052.40956","12822.16713","14153.10582","15514.08285","15007.809156"
"560.5000495","567.9979918","6123.045961","240.0274464","477.4883826","446.7093827","1571.0538329","368.5450556","287.6294852","326.272123","352.4469775","154.0900407","297.7967364","469.9503349","1952.855593","432.7239317","1378.977576","580.7681405","963.05511522"
"1570.167924","833363.2577","338394.1496","1400266.053","1107407.289","955259.5014","926938.0501400002","1235845.736","1531913.676","1232394.024","1588310.987","1662975.681","1450288.0207999998","1421912.887","975473.5766","1230290.61","855410.5257","1376073.148","1171832.1494600002"
"811.1119918","33948.8711","139.7292564","76009.22944","37935.46159","34168.81513","36440.42130328","39830.39708","41676.86523","38488.78644","58347.0921","63878.74135","48444.37644000001","47608.80726","7055.448994","30037.59968","7481.179064","30124.16758","24461.4405156"
"810.8875311","97483.84915","6499.218437","205786.9979","116375.556","108981.5682","107025.4379374","127692.0335","148375.7682","124413.7842","180519.2687","204557.8049","157111.73189999998","135092.8303","48677.71411","102428.316","51923.88997","117102.0227","91044.95461600002"
"760.8623072","3771.843527","","20019.94372","12878.58153","7023.037299","8738.6812152","28141.73614","38912.71212","35255.93323","48954.74109","54924.53028","41237.930572","33832.16187","10228.36138","23813.61657","5589.234034","28781.45448","20448.965666800003"
"397.3826655","2302.799637","1910.980499","3683.138025","2901.275559","2930.077018","2745.6541476","5522.077645","7984.048962","6107.967813","5066.216329","7662.042374","6468.4706246000005","3410.006456","3790.637902","2865.135327","2510.03171","4543.50983","3423.8642449999998"
"639.4943308","17590.65772","35801.38881","10699.8062","16308.2667","15341.60095","19148.344075999998","5666.422584","4517.29565","7518.668823","10500.24674","6318.882438","6904.303247000001","14174.79967","12089.99231","12150.34847","15447.81857","11402.64711","13053.121226000001"
"605.4528453","20023.90581","26912.62246","13101.65359","12804.83744","16079.71514","17784.546888","17093.278","20780.62205","23749.16998","19825.65508","15102.98773","19310.342568","14146.46495","16514.08749","12514.48052","15246.7855","18324.26729","15349.21715"
"103.9559085","29385.79612","68293.06119","24410.34344","29953.74814","29808.55834","36370.301446","26638.81881","29512.82182","28820.29945","25984.70816","23777.76956","26946.88356","31148.66586","44172.58658","30583.1862","40302.89059","34542.97494","36150.060834"
"566.5492692","354.1754231","62.58809585","536.171065","429.1932523","248.8538291","326.19633307","1013.064353","1290.12035","821.7164607","1348.050103","1325.054412","1159.6011357399998","689.984016","274.3332192","329.6136913","274.8084929","305.6654526","374.88097439999996"
"630.616469","4752.246878","7795.918154","369.5104614","6512.660545","4553.059803","4796.67916828","3253.817871","8441.144861","10685.39034","4045.082262","7713.249847","6827.7370362","11948.21174","7972.834838","1325.226842","2545.36671","2478.897317","5254.107489399999"
"648.6270744","4175.538631","7771.532827","1072.962911","4197.930425","5433.294372","4530.2518332","3929.692328","7562.362077","10834.44215","6342.62586","6338.116375","7001.447757999999","12601.04929","11558.00133","2650.615019","1557.850686","1467.465875","5966.996440000001"
"1238.381783","28449.86673","35614.96642","29585.64292","21375.54189","23606.0679","27726.417171999998","17403.45113","13050.1933","17455.3019","14294.48162","12839.3302","15008.551629999998","13760.66929","18019.67165","17235.1109","20947.41499","20880.44447","18168.66226"
"1425.083882","930.8601134","924.3864307","936.068612","910.6864784","881.8936634","916.77905958","125.8255301","13.69122925","181.4901089","388.5433096","197.285522","181.36713996999998","656.4569187","586.4342565","538.8635229","975.1349839","612.6497571","673.90788782"
"773.5101519","71041.19437","127963.8519","63076.59214","63553.27875","64350.8908","77997.16159199999","52558.24301","60745.60273","55184.30612","52645.62525","50615.96","54349.947422","60196.34327","70924.10749","57473.86275","69439.92433","62223.98354","64051.64427599999"
"610.5392631","1771.774608","2390.198254","1690.62687","2153.920696","1806.843795","1962.6728446000002","811.851077","735.9548229","897.8881597","1426.61385","957.9355918","966.04870028","1978.275414","1738.049027","1532.851135","1877.262557","1829.761897","1791.240006"
"790.6085793","39956.91285","54648.86653","32374.93055","48203.52567","42016.69103","43440.185326","44876.61747","69479.33369","55096.10522","53252.65575","60161.78622","56573.29967","58580.01898","57375.19423","40138.01727","49760.21145","44704.87716","50111.663818"
"636.5536348","929.984625","1280.955211","831.8741346","1223.077786","895.9011839","1032.3585881","282.1885246","241.2929269","351.3979839","629.8461067","392.6082815","379.46676472","1052.314721","786.6117675","823.3662696","965.4532544","903.5684566","906.2628938199999"
"632.6310021","11413.0874","27363.32624","9550.575783","3031.97179","18877.96698","14047.3856386","12371.77423","14046.82104","19469.82087","18985.67882","6217.600192","14218.3390304","23422.15283","33833.80338","14392.48535","3145.52961","3501.163152","15659.026864399997"
"833.0849596","61923.21572","113736.623","56291.99812","47436.06316","51847.47596","66247.075192","31677.58977","25807.6708","30296.69785","27280.06084","22545.03654","27521.41116","33498.8093","51659.51436","41631.79216","55441.25893","48516.93104","46149.661157999995"
"670.6083097","8673.927724","21332.99564","434.4191044","8108.507959","5242.37354","8758.444793480001","4033.408489","11747.84482","15986.36737","6048.254835","8436.050027","9250.3851082","16739.81354","10753.45378","2036.769663","5245.804613","3591.4442","7673.457159199999"
"630.6160363","4432.967476","5725.662112","62.67274193","4226.242793","2636.225955","3416.7542155860006","2416.168997","8778.387534","10650.02423","4360.501032","7324.499593","6705.9162772","11523.23191","4592.173441","654.3915244","1462.072106","1292.572767","3904.888349680001"
"147.0919406","6893.294319","15833.58085","5936.320084","6995.894061","6885.538265","8508.9255158","6238.334877","7058.142079","6647.041686","5950.242878","5458.513256","6270.4549552","6809.648618","9257.738911","6642.525141","8480.681997","7361.964188","7710.5117709999995"
"98.96167031","17879.34682","39287.00026","15768.67905","18717.28148","18289.49795","21988.361112000002","16415.53992","18822.95132","18326.53928","16573.22042","15732.52167","17174.154522","19419.43144","26463.14166","19489.90103","23601.61442","20763.36704","21947.491117999998"
"100.9570421","7125.716335","15539.65431","6276.987633","7471.987478","7311.700856","8745.209322400002","6523.513662","7547.197693","7379.012498","6643.630655","6224.337347","6863.538371","7856.994595","10601.226","7853.093776","9394.685766","8310.345089","8803.2690452"
"184.985402","7665.530911","18716.04125","6830.602706","8504.655679","8402.210483","10023.8082058","7862.51569","8468.520698","8611.331004","7846.847692","7444.918413","8046.8266994000005","9242.424903","14305.07517","9986.780713","13739.27971","11299.15339","11714.5427772"
"252.9728611","17099.09463","43114.56625","15028.92114","18935.65595","19325.17656","22700.682906000002","16918.87215","18701.9317","19263.06951","17282.30418","15648.18599","17562.872706000002","21088.16477","34367.22827","23932.33518","32376.0139","26673.73601","27687.495626"
"821.083494","52726.89685","57663.93657","67127.70243","60496.43367","58612.96129","59325.586162","60539.91697","67845.10454","58859.94929","62163.37583","57433.73539","61368.416403999996","61463.49098","56843.72982","61616.78093","66650.59674","69345.97658","63184.11501000001"
"285.2209775","332.6862579","266.666625","253.0460003","34.13091306","62.6742288","189.840805012","1236.836766","2435.727799","781.8952277","653.2621159","1448.211369","1311.18665552","137.5361972","14.49696146","14.38090667","13.98059276","131.7682177","62.432575158000006"
"591.4939099","4413.962333","7858.960577","7176.81409","8610.936129","7016.324124","7015.3994506","4974.029448","3760.852164","3663.879545","7676.916211","5871.767541","5189.4889818","7323.180851","7041.689852","4420.12554","6973.856482","8547.339387","6861.238422400001"
"944.5580268","5583.950806","8707.756909","5888.362227","8126.432959","7918.870041","7245.074588400001","8063.349671","10072.65817","9097.237908","7610.810577","6137.702503","8196.3517658","8386.243663","10802.66962","9809.801148","12247.65648","11376.00057","10524.474296199998"
"122.0969814","98873.64754","238597.1417","83115.51934","98590.56866","98109.05775","123457.18699799999","87314.01958","97061.13771","92119.01777","83381.254","75434.33446","87061.95270400001","93911.40597","133890.225","93904.77575","123346.7767","105168.8289","110044.402464"
"203.9711304","10837.8691","26666.96819","8608.438741","9955.393479","9640.12897","13141.759696","8401.093272","9270.090532","8849.233499","7948.192092","7578.595689","8409.4410168","8954.512147","12781.90347","8538.589061","10951.49062","8698.541482","9985.007355999998"
"229.336368","9943.378049","33835.31514","7096.82571","12621.35037","11561.1838","15011.6106138","8514.847511","7852.082071","11793.18315","7643.215333","5283.477797","8217.3611724","11970.65548","22580.93181","12442.53694","18275.23756","16527.70272","16359.412902"
"229.41273","58166.53978","168885.615","46975.57145","62883.42721","62347.37094","79851.70487599999","51068.89526","54798.18404","57412.66236","47750.76709","39581.79647","50122.461044","59592.39954","97227.52872","62831.09668","87881.77782","72855.82239","76077.72503"
"453.7841909","17874.04186","36799.95106","16689.83584","17526.34904","17417.83709","21261.602978000003","15735.96375","18810.4463","17942.84804","16871.27432","16855.0577","17243.118022000002","19616.30314","25797.73678","19792.01922","22465.04844","20523.11518","21638.844552000002"
"124.0879382","1394557.65","3361074.026","1173570.688","1395325.725","1394716.57","1743848.9318","1240762.289","1384936.709","1298102.802","1183295.411","1069425.055","1235304.4531999999","1358960.292","1949706.452","1358325.811","1789655.292","1512476.956","1593824.9605999999"
"229.2950119","134182.0209","379879.5271","110930.9893","143652.0779","143046.8208","182338.2872","120234.7468","130921.9546","133325.6853","112769.6505","96582.27202","118766.86184400001","138407.4261","222219.5029","145498.1351","202469.5168","168388.7158","175396.65934"
"494.8107225","23578.75452","52161.27363","21604.90137","23005.60166","23426.8136","28755.468956000004","20795.79887","23707.01942","21998.14857","20776.92985","20560.89585","21567.758512","24003.89168","33064.67995","23555.40395","27984.17502","24435.09138","26608.648395999997"
"617.5096131","5434.29601","11053.18396","8663.715817","11312.39988","6269.300269","8546.5791872","2497.349421","2489.906016","3729.438996","5270.633948","3523.184973","3502.1026708","7989.195985","8889.626371","5360.801785","9513.308242","9040.447839","8158.6760444"
"355.2814985","10513.49624","29336.83126","8159.406205","10840.17058","10515.79781","13873.140419","8428.535076","9157.574013","9414.37005","7939.890586","6843.269744","8356.727893799998","9557.485881","14688.96815","9832.723541","13902.19153","11469.70483","11890.2147864"
"229.1422473","1385693.114","3422922.993","1237035.325","1465685.952","1474260.607","1797119.5982000001","1287444.416","1474326.683","1366975.793","1257755.752","1151825.773","1307665.6834","1418848.108","2064054.772","1487915.586","1964861.841","1642223.133","1715580.6879999998"
"111.5222031","6423.521459","11886.96522","5888.761086","6544.140572","6320.684813","7412.814629999999","6380.439807","7250.663494","6895.072108","6674.862018","6498.380792","6739.8836438","7557.418354","9313.762551","7038.868726","8430.485511","7420.202554","7952.147539200001"
"229.4967694","15663.98922","50964.88161","11480.26874","18945.72641","17447.27469","22900.428133999998","13329.32171","12918.28172","17831.90586","12203.62819","8699.714133","12996.5703226","17838.79735","32837.83485","18675.52879","26879.00826","23834.9862","24013.23109"
"229.3754862","14319.96408","48014.31055","10297.87753","17394.35733","16042.39896","21213.78169","12114.5308","11466.71277","16363.81663","10931.98103","7541.82602","11683.77345","16260.0882","30853.08412","17279.4649","25096.15916","22222.76265","22342.311806"
"651.5322512","337.3809234","37.49934053","1593.217347","512.8537871","225.9084541","541.371970426","9647.850823","10571.3359","6484.322263","10325.3288","14118.76874","10229.5213052","990.6163227","25.97615127","18.74316472","6.263984961","995.7648427","407.47289327019996"
"667.5247391","10100.41348","15442.62581","10513.51089","10479.10001","8863.412794","11079.8125968","10251.71076","11228.36245","9712.085398","11157.78583","11871.47505","10844.283897600002","8016.110255","8486.655339","6656.763463","9165.672973","8367.550081","8138.5504222"
"254.9683787","5443.125412","13497.37655","4805.211086","5983.823235","6166.991785","7179.3056136","5492.658283","5831.795618","6135.817261","5436.315027","4907.780632","5560.873364200001","6604.586006","10874.44716","7573.221033","10275.86503","8468.615997","8759.3470452"
"968.555287","12605.21503","44593.56228","9180.235814","11587.43073","12486.83532","18090.655834799996","6430.191957","4779.000745","6978.220096","5534.115994","3878.520075","5520.0097734","8689.86868","19628.27733","12057.04803","20223.63457","15201.02941","15159.971604"
"124.2602257","8812.443722","21380.07468","5552.701215","8630.032199","7664.655813","10407.9815258","6411.506282","6179.377976","8135.160252","5885.052517","4151.128663","6152.445138","8315.302546","12569.73497","6889.898642","8927.712049","8814.574073","9103.444456000001"
"124.2305751","6094.905813","14607.76052","3635.626201","6253.256494","5403.966346","7199.1030748","4421.34712","4228.233025","5875.780041","4182.722893","2919.056508","4325.4279174","6109.599603","8956.620065","4829.813389","6043.265716","6458.252864","6479.510327399999"
"227.1252927","19325.212","50651.2663","15866.11711","19472.48702","19312.95653","24925.607792000003","16473.32553","18417.97991","17767.13074","15684.09487","13799.97639","16428.501487999998","18403.86232","27787.45314","19008.74733","25531.89697","21642.75709","22474.94337"
"201.9755966","26782.87001","66638.52674","21290.90828","25028.57783","23909.58623","32730.093818000005","21027.36747","23294.36536","22236.27229","20342.1516","19331.32278","21246.2959","22635.92099","32225.7076","21678.96017","27591.95086","22256.83499","25277.874922"
"165.9909173","30410.57494","62748.58638","27270.31944","31686.8677","31044.06656","36632.083004","28678.65686","33221.03598","31955.21388","29844.87014","28812.04675","30502.364722","34640.31082","44004.88641","33348.70882","39091.28803","34971.16079","37211.270974"
"100.0138812","3876.559883","9272.746599","4003.303025","5016.646197","4962.760094","5426.4031596","4725.246648","5497.600689","5507.009914","5043.322247","4915.06896","5137.6496916","6144.405328","8207.207928","6047.145989","7303.440002","6426.116109","6825.6630712"
"124.349147","9012.649696","21386.0323","5929.353976","8929.94548","7957.743142","10643.1449188","6698.628272","6653.260145","8512.739237","6358.323691","4667.833711","6578.1570112","8661.548754","12665.71498","7173.730848","9061.585073","9023.476656","9317.2112622"
"304.2997871","10693.15619","23788.10617","9640.760853","11097.84183","10870.73781","13218.1205706","10169.97837","11612.22321","10809.74662","10035.04684","9498.714121","10425.1418322","11283.41221","14961.03001","10891.99426","13530.0707","12280.20965","12589.343366000001"
"149.0824059","491.5481849","1119.844226","441.7546001","489.4782889","504.7142973","609.46791944","424.6996991","512.5041608","476.6708547","425.3533035","379.6121122","443.76802606","495.5596782","651.5953003","470.815941","609.4858941","505.9594767","546.68325806"
"845.0841211","5491.310012","12823.11529","5853.998216","3622.332475","3869.493295","6332.0498576","9140.583475","6474.083427","10173.83304","5973.619267","5327.12788","7417.849417799999","2999.142828","5319.044493","3400.411391","4295.970872","4890.852494","4181.0844156"
"1225.376467","37932.31807","37197.26022","49851.87833","39797.519","40205.30217","40996.855558","39788.28165","41308.78223","39024.01784","38562.59432","34960.76693","38728.888594","35626.7186","33280.95328","39843.17106","40845.39404","45130.98144","38945.443684"
"672.6230099","17390.89084","73969.12444","10924.25857","4546.387687","26132.03978","26592.5402634","13647.05035","13588.88809","20437.56564","17107.58137","4956.896181","13947.5963262","24263.39486","55604.1267","19089.2196","6960.172378","6447.91026","22472.9647596"
"641.5099576","55944.07044","85021.79358","49745.33655","68674.77605","53232.32255","62523.659834000006","20867.51105","18741.60063","23959.3817","38352.62251","24252.1162","25234.646418","60681.49216","53996.89121","50103.37005","62276.137","60193.85153","57450.34839"
"595.4675765","3359.588818","2477.773687","2541.234873","2366.414042","3281.285682","2805.2594204","10386.72274","11645.44555","10849.9799","7126.831482","7366.853872","9475.1667088","2261.428555","2464.296258","1856.502895","1462.124077","2949.524697","2198.7752964"
"685.4330111","10653.69547","42367.90227","6792.486973","10727.65129","10342.892","16176.925600599998","7350.919233","6991.840937","7879.28526","6603.68954","5245.845225","6814.316038999999","8086.257232","16649.91726","8923.290512","15158.65757","11458.64689","12055.3538928"
"1277.938134","1720.62141","5433.616356","1095.004127","1906.138361","1505.612553","2332.1985613999996","319.0060641","104.4048778","383.2960473","665.3099047","269.7249065","348.34836008","1100.304079","1453.895962","836.0744549","1642.260447","1098.006274","1226.10824338"
"615.4948736","104441.796","166052.8014","107421.6703","126179.0401","104951.2747","121809.31649999999","47081.0423","36039.13475","50457.12535","80855.33143","53515.65813","53589.658392","112714.1076","92672.79586","91591.03683","111447.6356","103586.1956","102402.35429799999"
"699.514649","457.3823066","581.5604419","511.2978377","449.5141139","531.468285","506.24459702","141.0540668","31.47550699","151.971548","307.0060299","202.1372735","166.728885038","531.3895903","386.459246","446.8837382","618.9039365","552.5026389","507.22782998"
"670.6085498","5619.952968","18659.81229","259.9540359","7502.93928","5273.656599","7463.263034579999","2933.407065","6073.312707","8689.729395","3008.345644","4638.570667","5068.6730956","10266.00154","11606.98671","1673.42705","4537.343127","3351.49369","6287.050423399999"
"548.5390446","1251.996679","639.7483693","1879.003253","1437.455546","1061.249612","1253.89069186","3397.097922","4138.21585","2698.175636","4277.194772","4010.32897","3704.2026299999998","2354.410349","1152.746629","1224.531334","1177.843776","1268.884784","1435.6833744"
"588.531434","728.5016868","870.7872232","793.2058399","784.486642","605.2295186","756.4421821","1453.874835","1566.918131","1134.400117","1572.681412","1314.345568","1408.4440126","1027.293203","824.4975686","626.5483406","804.8397729","715.114394","799.6586558199999"
"1237.87936","43193.53106","53836.25439","43946.51257","31507.29865","35003.18724","41497.356782","24716.67544","18743.96881","25167.65658","20600.16126","18114.89687","21468.671791999997","21008.09444","28122.81645","26036.6371","31379.41764","30830.49006","27475.491138"
"639.4939222","10874.2979","18149.23952","11698.81374","10596.79827","11615.53233","12586.936352","10163.25143","6839.56182","8402.006248","11016.81938","9206.059512","9125.539678","10238.85894","9649.791197","8959.73247","10768.8406","9678.084916","9859.0616246"
"369.3514164","2209.569691","2530.238586","1460.042707","1376.775343","1692.273048","1853.7798750000002","2009.763831","2389.525516","2763.997612","2408.142895","1823.037507","2278.8934722","1587.609692","1549.034014","1253.492431","1369.291864","1762.835833","1504.4527667999998"
"555.4402084","3494.394823","2746.79884","4986.491971","3506.909378","3988.56616","3744.6322344","14051.83981","15733.01992","16401.52216","14314.34883","15420.96187","15184.338518","4937.096918","3351.634581","3423.549988","2622.030602","5066.819327","3880.2262832"
"540.5343206","583.7736038","162.7944007","780.4920449","699.0138714","526.4266822","550.5001206","845.5766599","1187.442233","874.2053376","1319.171908","1306.694339","1106.6180955","1665.545974","660.8504773","1051.359663","1139.098423","761.9805734","1055.7670221399999"
"555.4400106","1650.261507","1223.166229","2253.397403","1596.911002","1854.772001","1715.7016283999997","5982.982725","6827.557009","7478.552901","6215.566199","6350.720782","6571.075923200001","2008.728958","1580.475283","1533.006775","1218.641585","2329.881847","1734.1468896000001"
"811.2655857","4957.598133","","27046.85523","5907.33441","4868.076673","8555.972889200002","8114.452563","9524.378777","7923.030836","19683.33537","24867.77584","14022.594677199999","10295.23751","","4006.447526","17.62648068","3815.477189","3626.9577411360005"
"810.6015845","3893580.833","1531886.525","6770596.745","4494545.281","4298728.678","4197867.6124","4781119.232","5472304.441","4640164.532","6081916.727","6592034.998","5513507.986","5131659.223","2787672.615","4204125.435","2886914.622","4646566.83","3931387.745"
"1620.184954","1388215.629","394514.968","2507630.673","1490570.366","1456816.291","1447549.5854","1389312.131","1509907.53","1293287.072","1807554.573","1971868.841","1594386.0293999999","1567198.655","813597.0164","1273833.193","852365.7778","1393246.362","1180048.2008399998"
"538.5190429","5163.240689","3939.130106","4761.631931","4767.217025","4823.814366","4691.0068234","6447.063383","5962.005549","5467.041619","7750.316021","5353.899312","6196.0651768","6431.553802","6014.018015","4800.880907","5505.550408","5911.246463","5732.6499189999995"
"429.3722678","2081.786816","2681.580464","2412.316092","1787.336518","1885.6091","2169.725798","516.9722756","1688.301049","1075.539412","595.2878988","1494.422585","1074.10464408","3406.414604","3464.538479","3132.927618","3261.995758","2798.233088","3212.8219094"
"811.2657076","20.98205832","","21005.13477","920.2599277","382.562772","4465.787905604001","2140.140626","2795.163876","1842.27615","13219.80742","22515.43498","8502.5646104","","","","","","1"
"1606.169968","50052.19078","531.4572093","82882.31287","54530.81225","64461.87732","50491.73008586","45214.90292","61581.87506","46490.667","51969.38253","52486.2368","51548.612861999994","64337.70923","12834.44203","51123.7755","24975.84295","35572.40333","37768.834608"
"1644.182974","167288.1335","59619.95125","354579.4943","169230.0007","157841.7818","181711.87231","601974.7934","662861.0646","706106.0793","627164.3988","785159.4461","676653.1564399999","197485.2317","121960.5094","145306.5689","100351.7134","224928.2241","158006.4495"
"784.8674578","1559.089568","","5283.699907","2392.215694","2303.514624","2307.7039586","5042.917684","9542.056967","5144.00173","7007.796417","6211.826691","6589.7198978","5701.618327","118.3396805","3960.834536","341.4505998","3482.926738","2721.03397626"
"812.4800765","","","","","","1","","","","","","1","","","","","","1"
"1592.154776","73007.50584","15674.69751","110252.0323","71412.97824","71108.58172","68291.15912200001","180236.3775","188783.0546","216395.4303","156867.1078","152050.8277","178866.55958","79367.93298","43392.85155","69029.35229","45863.23871","84944.75467","64519.62604"
"834.6015973","235286.5423","44107.55188","611368.0907","241802.9851","225091.4431","271531.322616","1449998.905","1770470.553","1881067.714","1441589.885","1943862.034","1697397.8182","324615.0957","143724.399","234103.5197","124715.013","347873.2629","235006.25806"
"835.1216618","","","","","","1","8219.182658","10327.02909","14175.94413","8701.668302","16984.04359","11681.573554","","","","","","1"
"203.9713099","1425.596658","7339.012579","410.4870952","990.4255623","975.3287771","2228.17013432","340.1696382","267.7124921","225.9515503","179.6794135","46.5189268","212.00640417999998","583.0431446","2069.526066","686.8741919","1437.953631","749.9782146","1105.47504962"
"99.51312961","13467.45871","44408.49374","9781.536336","15458.81279","16031.14857","19829.490029200002","11136.73127","10786.01192","10353.65456","8464.723197","4769.072302","9102.0386498","14496.49304","28584.61361","16347.58994","25811.03356","19659.09569","20979.765168"
"100.0143355","706.5897719","2117.278075","475.0061227","796.6197522","902.5601282","999.61077","530.1932427","485.2233873","444.171967","365.7516389","103.2884718","385.72574154","769.4692956","1594.981828","938.3428743","1421.027036","1026.926465","1150.14949978"
"69.99433069","390.8845205","770.7424101","288.3201184","354.08949","360.2967386","432.86665551999994","275.2997094","272.3250964","238.2450041","202.1476463","99.23887318","217.45126587599998","332.744846","514.3703839","351.0493903","449.9200937","409.972426","411.61142798000003"
"124.0879777","212599.544","503625.0906","137371.768","202382.6679","205367.0549","252269.22507999995","155679.1044","166930.1563","162439.8939","130450.2173","92061.05251","141512.084882","189748.8922","305585.8463","198444.7588","280172.6962","221380.6011","239066.55891999998"
"103.9560652","5578.402456","13221.09798","3587.075167","5401.366684","5472.69584","6652.1276253999995","4111.200444","4350.965271","4270.333227","3502.858164","2405.044826","3728.0803864","5333.250019","8467.855126","5399.983648","7771.37317","6072.621729","6609.0167384"
"553.4086559","545.5690577","1263.877102","555.1224753","570.9784825","534.0399918","693.9174218600001","659.3498835","603.4449266","803.4354721","661.0618302","376.6528613","620.7889947400001","454.0167623","802.2312689","466.5328341","600.5182484","616.8396108","588.0277448999999"
"546.4856265","4514.473887","6987.856831","3525.369129","3013.528475","2943.836021","4197.012868600001","4007.968181","4035.853031","3478.064229","3635.281843","1552.783538","3341.9901644000006","2598.744433","3123.226884","2553.958652","3279.297568","2421.179739","2795.2814551999995"
"1573.60111","290.2256936","137.8920124","308.0271555","364.9201761","379.8162992","296.17626736","525.230709","699.8080418","587.5776949","438.8675465","301.0968329","510.51616501999996","376.7662713","413.4439391","342.0265492","374.7904633","395.9123093","380.58790644"
"639.4626827","1293.829425","1576.66897","1096.359691","1039.83166","1165.968478","1234.5316447999999","2394.801594","3126.017774","2828.248047","1947.769672","1243.597709","2308.0869592000004","701.1716242","1301.233921","687.0449843","876.1797977","1356.11612","984.34928944"
